profile_name,title,started_at,duration_sec,device_type
User 4,Never Have I Ever: Season 1: ... pissed off everyone I know (Episode 8),2022-01-07 23:34:05,1635,Device Type 0
User 4,"Never Have I Ever: Season 1: ... been a big, fat liar (Episode 7)",2022-01-07 22:59:33,1825,Device Type 0
User 4,Never Have I Ever: Season 1: ... been the loneliest boy in the world (Episode 6),2022-01-07 22:37:28,1325,Device Type 0
User 4,Never Have I Ever: Season 1: ... started a nuclear war (Episode 5),2022-01-07 22:13:27,1440,Device Type 0
User 4,Never Have I Ever: Season 1: ... started a nuclear war (Episode 5),2022-01-07 22:09:11,235,Device Type 0
User 4,Never Have I Ever: Season 1: ... felt super Indian (Episode 4),2022-01-07 21:46:17,1359,Device Type 0
User 4,Never Have I Ever: Season 1: ... gotten drunk with the popular kids (Episode 3),2022-01-07 21:04:40,1743,Device Type 0
User 4,Never Have I Ever: Season 1: ... had sex with Paxton Hall-Yoshida (Episode 2),2022-01-07 20:32:29,1879,Device Type 0
User 4,Never Have I Ever: Season 1: Pilot (Episode 1),2022-01-07 20:31:48,40,Device Type 0
User 4,Never Have I Ever: Season 1: Pilot (Episode 1),2022-01-07 20:27:37,247,Device Type 0
User 4,Never Have I Ever: Season 1: Pilot (Episode 1),2022-01-07 19:49:58,141,Device Type 0
User 4,Never Have I Ever: Season 1: Pilot (Episode 1),2022-01-07 19:17:25,735,Device Type 0
User 4,Never Have I Ever: Season 1: Pilot (Episode 1),2022-01-07 17:48:59,586,Device Type 0
User 4,Mughizh,2022-01-07 17:16:57,1811,Device Type 0
User 4,Mughizh,2022-01-07 16:44:11,1648,Device Type 0
User 4,"Squid Game: Season 1: Red Light, Green Light (Episode 1)",2022-01-07 15:09:50,937,Device Type 0
User 4,"Squid Game: Season 1: Red Light, Green Light (Episode 1)",2022-01-07 15:03:07,112,Device Type 0
User 4,"Squid Game: Season 1: Red Light, Green Light (Episode 1)",2022-01-07 14:52:02,652,Device Type 0
User 4,Kurup (Malayalam),2022-01-07 11:36:27,7438,Device Type 0
User 4,Minnal Murali,2022-01-07 11:15:28,473,Device Type 0
User 4,Chandigarh Kare Aashiqui,2022-01-07 10:42:23,137,Device Type 0
User 4,Chandigarh Kare Aashiqui,2022-01-07 08:41:48,6177,Device Type 0
User 4,Varane Avashyamund,2022-01-07 07:33:24,2150,Device Type 0
User 4,Varane Avashyamund,2022-01-06 13:34:29,1631,Device Type 0
User 4,Varane Avashyamund,2022-01-06 12:51:58,2336,Device Type 0
User 4,Varane Avashyamund,2022-01-06 10:54:46,2006,Device Type 0
User 4,Varane Avashyamund,2022-01-06 10:21:21,674,Device Type 0
User 4,The Guilty,2022-01-05 16:36:38,323,Device Type 2
User 4,Kurup (Malayalam),2022-01-05 16:15:52,133,Device Type 2
User 4,The Guilty,2022-01-05 15:28:42,2721,Device Type 2
User 4,The Guilty,2022-01-05 14:43:22,1261,Device Type 2
User 4,Blackhat_hook_primary_16x9,2022-01-05 14:40:00,27,Device Type 2
User 4,Kurup (Malayalam),2022-01-05 14:13:11,248,Device Type 0
User 4,Kurup (Malayalam),2022-01-05 14:11:06,58,Device Type 0
User 4,Kurup (Malayalam),2022-01-05 13:36:06,1405,Device Type 0
User 4,Kurup (Malayalam),2022-01-05 13:31:05,93,Device Type 0
User 4,Kurup (Malayalam),2022-01-05 13:21:54,96,Device Type 0
User 4,Season 1 Trailer: Sex/Life,2022-01-05 07:29:01,139,Device Type 0
User 4,Season 1 Trailer: Yeh Kaali Kaali Ankhein,2022-01-05 06:40:25,135,Device Type 0
User 4,Money Heist: Part 5: A Family Tradition (Episode 10),2022-01-02 16:24:59,596,Device Type 0
User 4,Money Heist: Part 5: A Family Tradition (Episode 10),2022-01-02 14:11:39,3024,Device Type 0
User 4,Money Heist: Part 5: A Family Tradition (Episode 10),2022-01-02 14:06:07,15,Device Type 0
User 4,Money Heist: Part 5: A Family Tradition (Episode 10),2022-01-02 13:50:07,638,Device Type 0
User 4,Money Heist: Part 5: Pillow Talk (Episode 9),2022-01-02 13:37:59,728,Device Type 0
User 4,Money Heist: Part 5: Pillow Talk (Episode 9),2022-01-02 13:32:28,204,Device Type 0
User 4,Money Heist: Part 5: Pillow Talk (Episode 9),2022-01-02 13:24:49,397,Device Type 0
User 4,Money Heist: Part 5: Pillow Talk (Episode 9),2022-01-02 12:51:22,1588,Device Type 0
User 4,Money Heist: Part 5: The Elegance Theory (Episode 8),2022-01-02 12:40:07,675,Device Type 0
User 4,Money Heist: Part 5: The Elegance Theory (Episode 8),2022-01-02 10:49:19,1957,Device Type 0
User 4,Money Heist: Part 5: The Elegance Theory (Episode 8),2022-01-02 10:19:44,275,Device Type 0
User 4,Money Heist: Part 5: Wishful Thinking (Episode 7),2022-01-01 13:21:31,387,Device Type 0
User 4,Money Heist: Part 5: Wishful Thinking (Episode 7),2022-01-01 02:02:16,242,Device Type 0
User 4,Money Heist: Part 5: Wishful Thinking (Episode 7),2021-12-31 12:56:09,2358,Device Type 0
User 4,Money Heist: Part 5: Wishful Thinking (Episode 7),2021-12-31 11:09:37,166,Device Type 0
User 4,Money Heist: Part 5: Escape Valve (Episode 6),2021-12-31 11:03:54,342,Device Type 0
User 4,Money Heist: Part 5: Escape Valve (Episode 6),2021-12-31 09:35:17,1638,Device Type 0
User 4,Kurup (Malayalam),2021-12-30 22:19:30,145,Device Type 2
User 4,Mimi,2021-12-30 22:17:13,56,Device Type 2
User 4,Money Heist: Part 5: Escape Valve (Episode 6),2021-12-30 18:45:49,704,Device Type 0
User 4,Season 1 Plot Clip: Squid Game,2021-12-30 14:48:15,6,Device Type 5
User 4,Titans: Season 3: Purple Rain (Episode 13),2021-12-30 14:48:02,6,Device Type 5
User 4,Super Deluxe_hook_02_16x9,2021-12-30 14:47:43,4,Device Type 5
User 4,Money Heist: Part 5: Escape Valve (Episode 6),2021-12-30 12:56:00,157,Device Type 0
User 4,Money Heist: Part 5: Escape Valve (Episode 6),2021-12-30 11:14:36,208,Device Type 0
User 4,The Witcher: Season 2: What Is Lost (Episode 3),2021-12-30 04:28:38,119,Device Type 5
User 4,Season 1 Trailer 3: The Witcher,2021-12-30 04:28:27,7,Device Type 5
User 4,Death Note_hook_primary_16x9,2021-12-29 08:01:13,9,Device Type 5
User 4,Titans: Season 3: Purple Rain (Episode 13),2021-12-29 08:00:32,6,Device Type 5
User 4,Wild Dog,2021-12-28 17:23:04,1547,Device Type 0
User 4,Wild Dog,2021-12-28 12:55:03,536,Device Type 0
User 4,Wild Dog,2021-12-28 12:23:14,66,Device Type 0
User 4,Titans: Season 3: Purple Rain (Episode 13),2021-12-28 08:06:22,10,Device Type 5
User 4,Wild Dog,2021-12-28 07:04:17,972,Device Type 0
User 4,Wild Dog,2021-12-28 06:23:52,123,Device Type 0
User 4,Wild Dog,2021-12-28 05:33:36,1084,Device Type 0
User 4,Wild Dog,2021-12-27 21:44:02,983,Device Type 0
User 4,Wild Dog,2021-12-27 20:36:13,1080,Device Type 0
User 4,Wild Dog,2021-12-27 19:52:00,23,Device Type 0
User 4,Annaatthe,2021-12-27 19:40:30,616,Device Type 0
User 4,Trailer: Jagame Thandhiram,2021-12-27 19:36:46,66,Device Type 0
User 4,Annaatthe,2021-12-27 18:46:14,2735,Device Type 0
User 4,Titans: Season 3: Purple Rain (Episode 13),2021-12-27 15:16:20,1861,Device Type 5
User 4,Titans: Season 3: Purple Rain (Episode 13),2021-12-27 15:07:54,96,Device Type 5
User 4,Titans: Season 3: Prodigal (Episode 12),2021-12-27 14:44:36,1393,Device Type 5
User 4,Season 1 Trailer: The Silent Sea,2021-12-27 14:44:20,7,Device Type 5
User 4,One Punch Man: Season 1_hook_primary_16x9,2021-12-27 14:44:11,6,Device Type 5
User 4,Titans: Season 1 (Trailer),2021-12-27 14:43:55,7,Device Type 5
User 4,Annaatthe,2021-12-27 14:41:21,2471,Device Type 0
User 4,Annaatthe,2021-12-27 13:57:47,569,Device Type 0
User 4,Annaatthe,2021-12-27 13:30:05,387,Device Type 0
User 4,Annaatthe,2021-12-27 13:26:34,60,Device Type 0
User 4,Annaatthe,2021-12-27 13:11:58,580,Device Type 0
User 4,Annaatthe,2021-12-27 11:58:13,1502,Device Type 0
User 4,Annaatthe,2021-12-27 11:38:55,1151,Device Type 0
User 4,Mandela,2021-12-27 10:52:24,2747,Device Type 0
User 4,Mandela (Tamil)_hook_03_16x9,2021-12-27 10:52:12,5,Device Type 0
User 4,Mandela,2021-12-27 10:37:45,515,Device Type 0
User 4,Mandela,2021-12-27 10:05:11,631,Device Type 0
User 4,Titans: Season 3: Prodigal (Episode 12),2021-12-27 08:43:18,1463,Device Type 5
User 4,Clip 3: Death to 2021,2021-12-27 08:42:46,23,Device Type 5
User 4,Mandela,2021-12-27 07:53:45,3194,Device Type 0
User 4,Mandela,2021-12-27 07:12:50,1425,Device Type 0
User 4,Don't Look Up,2021-12-27 06:57:47,778,Device Type 0
User 4,Don't Look Up,2021-12-27 06:30:17,1217,Device Type 0
User 4,Don't Look Up,2021-12-27 05:22:21,2617,Device Type 0
User 4,Don't Look Up,2021-12-26 20:00:55,1696,Device Type 0
User 4,Emily in Paris: Season 1: Emily in Paris (Episode 1),2021-12-26 20:00:50,2,Device Type 0
User 4,Red Notice,2021-12-26 16:38:17,862,Device Type 0
User 4,Titans: Season 3: The Call Is Coming from Inside the House (Episode 11),2021-12-26 14:54:50,2819,Device Type 5
User 4,Titans: Season 3: Troubled Water (Episode 10),2021-12-26 14:46:58,467,Device Type 5
User 4,Red Notice,2021-12-26 13:42:42,179,Device Type 0
User 4,Red Notice,2021-12-26 13:34:21,341,Device Type 0
User 4,Titans: Season 3: Troubled Water (Episode 10),2021-12-26 08:03:03,1869,Device Type 5
User 4,Don't Look Up,2021-12-26 06:26:09,180,Device Type 0
User 4,Titans: Season 3: Troubled Water (Episode 10),2021-12-26 05:19:55,159,Device Type 5
User 4,Don't Look Up,2021-12-26 05:00:11,2939,Device Type 0
User 4,Minnal Murali,2021-12-26 04:40:47,322,Device Type 0
User 4,Titans: Season 3: Souls (Episode 9),2021-12-26 04:32:00,2598,Device Type 5
User 4,Titans: Season 3: Home (Episode 8),2021-12-26 04:12:14,1172,Device Type 5
User 4,Season 3 Cliffhanger Clip: Titans,2021-12-26 04:12:06,5,Device Type 5
User 4,Season 1 Trailer: The Silent Sea,2021-12-26 04:11:45,16,Device Type 5
User 4,Red Notice,2021-12-26 01:17:23,22,Device Type 0
User 4,Red Notice,2021-12-25 20:12:04,1430,Device Type 0
User 4,Red Notice,2021-12-25 19:42:44,1153,Device Type 0
User 4,Red Notice,2021-12-25 18:23:56,2749,Device Type 0
User 4,Don't Look Up,2021-12-25 18:22:22,1417,Device Type 0
User 4,Season 1 Genre Specific Moment Clip: Decoupled,2021-12-25 18:21:56,58,Device Type 0
User 4,Season 1 Trailer 2: Aranyak,2021-12-25 18:20:21,83,Device Type 0
User 4,Titans: Season 3: Home (Episode 8),2021-12-25 14:28:43,1377,Device Type 5
User 4,Minnal Murali,2021-12-25 11:08:55,1901,Device Type 0
User 4,Minnal Murali,2021-12-25 10:14:23,2558,Device Type 0
User 4,Titans: Season 3: 51% (Episode 7),2021-12-25 08:12:32,2250,Device Type 5
User 4,Titans: Season 3: Lady Vic (Episode 6),2021-12-25 07:55:37,1004,Device Type 5
User 4,Minnal Murali,2021-12-25 07:00:49,4924,Device Type 0
User 4,Don't Look Up,2021-12-25 05:48:07,1618,Device Type 0
User 4,Titans: Season 3: Lady Vic (Episode 6),2021-12-25 04:33:52,1710,Device Type 5
User 4,Titans: Season 3: Lazarus (Episode 5),2021-12-25 04:12:38,1155,Device Type 5
User 4,Inciting Incident Clip: STAND BY ME Doraemon 2,2021-12-25 04:11:10,61,Device Type 5
User 4,Don't Look Up,2021-12-25 01:50:39,173,Device Type 0
User 4,Minnal Murali,2021-12-24 22:41:08,9269,Device Type 2
User 4,Sooryavanshi,2021-12-24 18:45:22,1735,Device Type 0
User 4,Sooryavanshi,2021-12-24 18:32:56,730,Device Type 0
User 4,Sooryavanshi,2021-12-24 18:13:58,245,Device Type 0
User 4,Sooryavanshi,2021-12-24 17:02:52,1042,Device Type 0
User 4,Sooryavanshi_hook_02_16x9,2021-12-24 17:02:31,18,Device Type 0
User 4,Sooryavanshi,2021-12-24 16:49:45,641,Device Type 0
User 4,Sooryavanshi,2021-12-24 16:32:50,256,Device Type 0
User 4,Sooryavanshi,2021-12-24 16:06:38,1044,Device Type 0
User 4,Minnal Murali,2021-12-24 15:27:21,8754,Device Type 5
User 4,Minnal Murali,2021-12-24 15:22:46,148,Device Type 5
User 4,Minnal Murali,2021-12-24 15:16:58,340,Device Type 5
User 4,Minnal Murali,2021-12-24 15:16:46,5,Device Type 1
User 4,Sooryavanshi,2021-12-24 14:40:29,2861,Device Type 0
User 4,Minnal Murali,2021-12-24 10:17:58,14,Device Type 2
User 4,Minnal Murali,2021-12-24 08:18:37,44,Device Type 5
User 4,The Vampire Diaries: Season 1_hook_primary_16x9,2021-12-24 08:17:21,5,Device Type 5
User 4,Titans: Season 3: Lazarus (Episode 5),2021-12-24 07:50:16,1484,Device Type 5
User 4,Titans: Season 3: Blackfire (Episode 4),2021-12-24 03:34:45,2125,Device Type 5
User 4,Spider-Man: Homecoming_hook_primary_16x9,2021-12-24 03:34:26,7,Device Type 5
User 4,Marvel's Daredevil: Season 1_VAR2-RECIPE-1_AGENCY1,2021-12-24 03:34:14,4,Device Type 5
User 4,One Punch Man: Season 1_hook_primary_16x9,2021-12-24 03:34:03,8,Device Type 5
User 4,Season 3 Supporting Character Clip: Titans,2021-12-24 03:33:55,4,Device Type 5
User 4,Trailer: Jagame Thandhiram,2021-12-24 03:33:19,26,Device Type 5
User 4,Titans: Season 3: Blackfire (Episode 4),2021-12-23 08:04:15,299,Device Type 5
User 4,Titans: Season 3: Hank & Dove (Episode 3),2021-12-23 07:49:40,872,Device Type 5
User 4,Titans: Season 3: Hank & Dove (Episode 3),2021-12-23 03:57:33,1466,Device Type 5
User 4,Season 2 Trailer 2: Emily in Paris,2021-12-23 03:57:02,13,Device Type 5
User 4,Titans: Season 3: Hank & Dove (Episode 3),2021-12-22 08:21:54,5,Device Type 5
User 4,Titans: Season 3: Red Hood (Episode 2),2021-12-22 07:47:53,2037,Device Type 5
User 4,Sherlock: Series 1_hook_primary_16x9,2021-12-22 07:47:42,4,Device Type 5
User 4,Titans: Season 3: Red Hood (Episode 2),2021-12-22 03:51:12,601,Device Type 5
User 4,Titans: Season 3: Barbara Gordon (Episode 1),2021-12-22 03:28:59,1131,Device Type 5
User 4,Season 1 Trailer: GHOST IN THE SHELL: SAC_2045,2021-12-22 03:28:36,16,Device Type 5
User 4,Titans: Season 3: Barbara Gordon (Episode 1),2021-12-21 15:00:46,1351,Device Type 5
User 4,Titans: Season 2: Nightwing (Episode 13),2021-12-21 14:41:18,1163,Device Type 5
User 4,After We Collided_hook_05_16x9,2021-12-21 14:40:56,13,Device Type 5
User 4,Titans: Season 2: Nightwing (Episode 13),2021-12-21 08:29:40,1641,Device Type 5
User 4,Titans: Season 2: Faux-Hawk (Episode 12),2021-12-21 07:40:33,2912,Device Type 5
User 4,Trailer: After We Fell,2021-12-21 07:38:44,75,Device Type 5
User 4,Titans: Season 2: Faux-Hawk (Episode 12),2021-12-21 04:38:07,59,Device Type 5
User 4,Titans: Season 2: E.L._.O. (Episode 11),2021-12-21 04:02:28,2088,Device Type 5
User 4,Season 2 Teaser 2: The Witcher,2021-12-21 04:01:58,5,Device Type 5
User 4,Fairy Tail: Season 1_hook_primary_16x9,2021-12-21 04:01:07,37,Device Type 5
User 4,The Witcher: Season 2: Kaer Morhen (Episode 2),2021-12-20 07:57:42,1686,Device Type 5
User 4,Act 2 Conflict Clip: How to Ruin Christmas: The Funeral,2021-12-20 07:57:11,5,Device Type 5
User 4,GINNYANDGEORGIA_S1_CLIP_MAINCHARACTER,2021-12-20 07:41:03,18,Device Type 1
User 4,Rise of the Legend_hook_04_16x9,2021-12-20 07:39:31,12,Device Type 1
User 4,Season 1 Trailer: GHOST IN THE SHELL: SAC_2045,2021-12-20 07:37:12,23,Device Type 1
User 4,Teasing Master Takagi-san: Season 2 (Trailer),2021-12-20 07:33:47,83,Device Type 1
User 4,One Punch Man: Season 1_hook_primary_16x9,2021-12-20 07:29:45,4,Device Type 1
User 4,After We Collided_hook_03_16x9,2021-12-20 07:28:58,9,Device Type 1
User 4,Moment of High Emotion Clip: After We Fell,2021-12-20 07:28:50,5,Device Type 1
User 4,Season 1 Trailer: Sex Education,2021-12-20 07:28:30,6,Device Type 1
User 4,The Witcher: Season 2: Kaer Morhen (Episode 2),2021-12-20 04:11:25,1393,Device Type 5
User 4,The Witcher: Season 2: A Grain of Truth (Episode 1),2021-12-20 04:08:34,168,Device Type 5
User 4,The Witcher: Season 2: A Grain of Truth (Episode 1),2021-12-19 15:04:19,2247,Device Type 5
User 4,Season 1 Teaser: The Witcher,2021-12-19 15:04:11,4,Device Type 5
User 4,The Witcher: Season 2: A Grain of Truth (Episode 1),2021-12-19 07:45:12,1144,Device Type 5
User 4,Season 1 Recap: The Witcher,2021-12-19 07:44:00,40,Device Type 5
User 4,The Witcher: Season 1: The End’s Beginning (Episode 1),2021-12-19 07:43:04,2,Device Type 5
User 4,Season 1 Trailer 3: The Witcher,2021-12-19 07:42:27,24,Device Type 5
User 4,Season 1 & 2 Trailer: Cobra Kai,2021-12-19 07:42:18,6,Device Type 5
User 4,Season 3 Supporting Character Clip: Titans,2021-12-19 07:41:53,5,Device Type 5
User 4,The Boss Baby: Get That Baby!,2021-12-19 07:32:28,551,Device Type 5
User 4,The Boss Baby: Get That Baby!,2021-12-19 07:31:47,11,Device Type 5
User 4,Titans: Season 2: E.L._.O. (Episode 11),2021-12-17 15:57:46,248,Device Type 5
User 4,Titans: Season 2: Fallen (Episode 10),2021-12-17 15:17:16,2427,Device Type 5
User 4,Titans: Season 2: Atonement (Episode 9),2021-12-17 14:54:55,1337,Device Type 5
User 4,Season 2 Trailer 2: The Witcher,2021-12-17 14:54:16,8,Device Type 5
User 4,Titans: Season 2: Atonement (Episode 9),2021-12-17 08:16:37,1253,Device Type 5
User 4,Titans: Season 2: Jericho (Episode 8),2021-12-17 08:00:25,969,Device Type 5
User 4,Titans: Season 2: Jericho (Episode 8),2021-12-17 03:55:46,1746,Device Type 5
User 4,Titans: Season 2: Bruce Wayne (Episode 7),2021-12-16 08:01:18,1963,Device Type 5
User 4,Titans: Season 2: Bruce Wayne (Episode 7),2021-12-16 04:33:54,447,Device Type 5
User 4,Titans: Season 2: Conner (Episode 6),2021-12-16 04:14:56,1134,Device Type 5
User 4,Inciting Incident Clip: The Unforgivable,2021-12-16 04:14:46,4,Device Type 5
User 4,Kurup (Malayalam),2021-12-15 15:29:27,8974,Device Type 5
User 4,Kurup (Malayalam),2021-12-15 15:29:15,4,Device Type 0
User 4,Kurup (Malayalam),2021-12-15 15:28:11,16,Device Type 5
User 4,Season 3 Supporting Character Clip: Titans,2021-12-15 15:28:00,6,Device Type 5
User 4,Kurup_hook_primary_16x9,2021-12-15 15:27:36,23,Device Type 0
User 4,Kurup (Malayalam),2021-12-15 15:23:42,7,Device Type 5
User 4,Kurup (Hindi),2021-12-15 15:22:31,4,Device Type 0
User 4,Trailer: The Claudia Kishi Club,2021-12-15 15:20:46,5,Device Type 5
User 4,Titans: Season 2: Conner (Episode 6),2021-12-15 14:53:28,1283,Device Type 5
User 4,Titans: Season 2: Deathstroke (Episode 5),2021-12-15 14:38:12,914,Device Type 5
User 4,Titans: Season 2: Deathstroke (Episode 5),2021-12-15 08:02:13,1520,Device Type 5
User 4,Titans: Season 2: Aqualad (Episode 4),2021-12-15 03:21:38,1060,Device Type 5
User 4,Kurup_hook_03_16x9,2021-12-15 03:20:49,14,Device Type 5
User 4,Titans: Season 2: Aqualad (Episode 4),2021-12-14 14:53:02,1378,Device Type 5
User 4,Titans: Season 2: Ghosts (Episode 3),2021-12-14 08:01:45,2574,Device Type 5
User 4,Titans: Season 2: Ghosts (Episode 3),2021-12-14 04:43:27,7,Device Type 5
User 4,Titans: Season 2: Rose (Episode 2),2021-12-14 04:18:37,1486,Device Type 5
User 4,The Seven Deadly Sins: Season 1_hook_primary_16x9,2021-12-14 04:18:16,10,Device Type 5
User 4,Titans: Season 2: Rose (Episode 2),2021-12-13 15:40:31,788,Device Type 5
User 4,Titans: Season 2: Trigon (Episode 1),2021-12-13 15:20:34,1186,Device Type 5
User 4,Titans: Season 2: Trigon (Episode 1),2021-12-13 15:03:01,459,Device Type 5
User 4,Season 1 Trailer: The Umbrella Academy,2021-12-13 15:02:38,7,Device Type 5
User 4,Titans: Season 2: Trigon (Episode 1),2021-12-13 14:51:37,538,Device Type 5
User 4,The Amazing Spider-Man_hook_primary_16x9,2021-12-13 14:51:20,11,Device Type 5
User 4,Titans: Season 2: Trigon (Episode 1),2021-12-13 08:30:42,768,Device Type 5
User 4,Titans: Season 1: Dick	Grayson (Episode 11),2021-12-13 08:13:42,637,Device Type 5
User 4,Titans: Season 1: Koriand'r (Episode 10),2021-12-13 07:49:58,1420,Device Type 5
User 4,Marvel's Daredevil (Trailer),2021-12-13 07:49:38,6,Device Type 5
User 4,Titans: Season 1: Koriand'r (Episode 10),2021-12-13 04:44:22,773,Device Type 5
User 4,Titans: Season 1: Hank and	Dawn (Episode 9),2021-12-13 04:27:45,980,Device Type 5
User 4,Spider-Man: Homecoming_hook_primary_16x9,2021-12-13 04:27:27,6,Device Type 5
User 4,Titans: Season 1: Hank and	Dawn (Episode 9),2021-12-12 15:44:54,1494,Device Type 5
User 4,Titans: Season 1: Donna Troy (Episode 8),2021-12-12 15:28:34,954,Device Type 5
User 4,Titans: Season 1: Donna Troy (Episode 8),2021-12-12 14:52:39,1435,Device Type 5
User 4,Inciting Incident Clip: The Unforgivable,2021-12-12 14:51:03,14,Device Type 5
User 4,Naruto: Season 5: A Plea From a Friend (Episode 27),2021-12-12 07:53:46,1187,Device Type 5
User 4,Naruto: Season 4: Kidnapped! Naruto's Hot Spring Adventure! (Episode 17),2021-12-12 07:52:32,2,Device Type 5
User 4,Naruto: Season 4: Deadlock! Sannin Showdown! (Episode 16),2021-12-12 07:52:01,18,Device Type 5
User 4,Titans: Season 1: The Asylum (Episode 7),2021-12-12 04:10:31,2715,Device Type 5
User 4,Spider-Man: Far from Home_hook_05_16x9,2021-12-12 04:09:59,18,Device Type 5
User 4,Titans: Season 1: Jason Todd (Episode 6),2021-12-11 14:58:14,2639,Device Type 5
User 4,Titans: Season 1: Together (Episode 5),2021-12-11 14:21:55,2170,Device Type 5
User 4,Titans: Season 1: Doom Patrol (Episode 4),2021-12-11 14:19:52,118,Device Type 5
User 4,Season 3 Supporting Character Clip: Titans,2021-12-11 14:19:43,4,Device Type 5
User 4,Titans: Season 1: Doom Patrol (Episode 4),2021-12-11 04:54:45,2407,Device Type 5
User 4,Titans: Season 1: Origins (Episode 3),2021-12-11 04:23:24,1616,Device Type 5
User 4,Season 3 Genre Specific Moment Clip: Titans,2021-12-11 04:23:16,4,Device Type 5
User 4,Arrow: Season 1_hook_primary_16x9,2021-12-11 04:22:52,4,Device Type 5
User 4,Naruto: Season 4: Deadlock! Sannin Showdown! (Episode 16),2021-12-10 15:27:56,761,Device Type 5
User 4,Naruto: Season 4: The Fifth Hokage! A Life on the Line! (Episode 15),2021-12-10 15:11:00,997,Device Type 5
User 4,Naruto: Season 4: Attack! Fury of the Rasengan! (Episode 14),2021-12-10 14:51:17,1086,Device Type 5
User 4,Naruto: Season 4: Breakdown! The Deal Is Off! (Episode 13),2021-12-10 14:37:54,788,Device Type 5
User 4,Naruto: Season 3: The Summoning Jutsu: Wisdom of the Toad Sage! (Episode 2),2021-12-10 14:35:26,17,Device Type 5
User 4,Naruto: Season 2: Kakashi and Orochimaru: Face-to-Face! (Episode 14),2021-12-10 14:21:35,801,Device Type 5
User 4,Season 1 Genre Specific Moment Clip: Aranyak,2021-12-10 14:21:03,4,Device Type 5
User 4,Naruto: Season 2: Bushy Brow's Jealousy: Lions Barrage Unleashed! (Episode 13),2021-12-10 08:06:26,1050,Device Type 5
User 4,Naruto: Season 2: Narrowing the Field: Sudden Death Elimination! (Episode 12),2021-12-10 07:47:36,1126,Device Type 5
User 4,Naruto: Season 2: Narrowing the Field: Sudden Death Elimination! (Episode 12),2021-12-10 04:56:01,5,Device Type 5
User 4,Naruto: Season 2: Surviving the Cut! The Rookie Nine Together Again! (Episode 11),2021-12-10 04:38:18,1049,Device Type 5
User 4,Blade of Demon Destruction: Season 1_hook_primary_16x9,2021-12-10 04:38:00,5,Device Type 5
User 4,Titans: Season 1: Origins (Episode 3),2021-12-09 15:04:36,1533,Device Type 5
User 4,Titans: Season 1: Hawk and Dove (Episode 2),2021-12-09 14:25:02,2348,Device Type 5
User 4,My Hero Academia: Season 1_hook_05_16x9,2021-12-09 14:24:31,10,Device Type 5
User 4,Naruto: Season 2: Surviving the Cut! The Rookie Nine Together Again! (Episode 11),2021-12-09 08:45:26,1,Device Type 5
User 4,Naruto: Season 2: Clone vs. Clone: Mine are Better than Yours! (Episode 10),2021-12-09 08:27:25,1079,Device Type 5
User 4,Naruto: Season 2: The Scroll's Secret: No Peeking Allowed (Episode 9),2021-12-09 08:06:52,1181,Device Type 5
User 4,Naruto: Season 2: Akamaru Trembles: Gaara's Cruel Strength! (Episode 8),2021-12-09 07:43:25,1193,Device Type 5
User 4,Titans: Season 1: Titans (Episode 1),2021-12-09 04:28:22,952,Device Type 5
User 4,Titans: Season 1: Titans (Episode 1),2021-12-08 14:50:37,1991,Device Type 5
User 4,Season 3 Moment of High Emotion Clip: Titans,2021-12-08 14:49:54,31,Device Type 5
User 4,Naruto: Season 2: Battle Formation: Ino-Shika-Cho! (Episode 7),2021-12-08 08:49:07,791,Device Type 5
User 4,Naruto: Season 2: Sakura Blossoms! (Episode 6),2021-12-08 08:34:39,844,Device Type 5
User 4,Naruto: Season 2: Bushy Brow's Pledge: Undying Love and Protection! (Episode 5),2021-12-08 08:17:47,1009,Device Type 5
User 4,Naruto: Season 2: The Sharingan Revived: Dragon-Flame Jutsu! (Episode 4),2021-12-08 07:55:16,1178,Device Type 5
User 4,Naruto: Season 2: Naruto's Counterattack: Never Give In! (Episode 3),2021-12-08 07:39:12,961,Device Type 5
User 4,Naruto: Season 2: Eat or Be Eaten: Panic in the Forest (Episode 2),2021-12-08 07:35:32,216,Device Type 5
User 4,Naruto: Season 2: Eat or Be Eaten: Panic in the Forest (Episode 2),2021-12-08 03:55:37,813,Device Type 5
User 4,Naruto: Season 2: The Chunin Exam Stage 2: The Forest of Death (Episode 1),2021-12-08 03:48:28,425,Device Type 5
User 4,The Office (U.S.): Season 1_hook_primary_16x9,2021-12-08 03:47:56,6,Device Type 5
User 4,Naruto: Season 2: The Chunin Exam Stage 2: The Forest of Death (Episode 1),2021-12-07 15:27:03,699,Device Type 5
User 4,Naruto: Season 1: Special Report: Live from the Forest of Death! (Episode 26),2021-12-07 15:19:40,376,Device Type 5
User 4,Naruto: Season 1: Enter: Naruto Uzumaki! (Episode 1),2021-12-07 15:19:01,1,Device Type 5
User 4,The Office (U.S.): Season 1: Pilot (Episode 1),2021-12-07 15:15:05,86,Device Type 5
User 4,Rick and Morty: Season 1_hook_primary_16x9,2021-12-07 15:14:54,8,Device Type 5
User 4,Season 3 Teaser: Cobra Kai,2021-12-07 15:14:12,12,Device Type 5
User 4,Central Intelligence_hook_primary_16x9,2021-12-07 15:13:43,6,Device Type 5
User 4,Season 1 Bonus Video 2: The Witcher,2021-12-07 15:13:20,14,Device Type 5
User 4,Season 1 Clip #3 (Love Triangle): Sex/Life,2021-12-07 15:13:08,10,Device Type 5
